Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.8880        -438.5965    -441.9695       3.3729   289.9
1.8890        -438.5906    -441.9611       3.3705   289.7
1.8900        -438.5848    -441.9651       3.3804   290.6
1.8910        -438.5796    -441.9795       3.3999   292.3
1.8920        -438.5757    -442.0015       3.4259   294.5
1.8930        -438.5730    -442.0278       3.4548   297.0
1.8940        -438.5719    -442.0549       3.4830   299.4
1.8950        -438.5721    -442.0792       3.5072   301.5
1.8960        -438.5733    -442.0975       3.5242   302.9
1.8970        -438.5752    -442.1069       3.5317   303.6
1.8980        -438.5772    -442.1054       3.5282   303.3
1.8990        -438.5789    -442.0916       3.5127   302.0
1.9000        -438.5795    -442.0649       3.4854   299.6
1.9010        -438.5785    -442.0256       3.4470   296.3
1.9020        -438.5755    -441.9747       3.3992   292.2
1.9030        -438.5699    -441.9139       3.3441   287.5
1.9040        -438.5614    -441.8457       3.2843   282.3
1.9050        -438.5498    -441.7729       3.2230   277.1
1.9060        -438.5353    -441.6987       3.1634   271.9
1.9070        -438.5178    -441.6260       3.1082   267.2
1.9080        -438.4977    -441.5569       3.0592   263.0
1.9090        -438.4753    -441.4926       3.0172   259.4
1.9100        -438.4509    -441.4333       2.9824   256.4
1.9110        -438.4250    -441.3794       2.9544   254.0
1.9120        -438.3977    -441.3306       2.9329   252.1
1.9130        -438.3695    -441.2876       2.9180   250.8
1.9140        -438.3408    -441.2515       2.9107   250.2
1.9150        -438.3118    -441.2240       2.9122   250.3
1.9160        -438.2831    -441.2075       2.9244   251.4
1.9170        -438.2553    -441.2040       2.9487   253.5
1.9180        -438.2289    -441.2153       2.9864   256.7
1.9190        -438.2047    -441.2429       3.0383   261.2
1.9200        -438.1833    -441.2880       3.1046   266.9
1.9210        -438.1656    -441.3510       3.1854   273.8
1.9220        -438.1522    -441.4321       3.2799   281.9
1.9230        -438.1439    -441.5304       3.3866   291.1
1.9240        -438.1410    -441.6442       3.5033   301.1
1.9250        -438.1441    -441.7709       3.6268   311.8
1.9260        -438.1534    -441.9067       3.7533   322.6
1.9270        -438.1692    -442.0470       3.8778   333.3
